path_name,scan_id,probe_x,probe_y,probe_z,focus_x,focus_y,focus_z,n_elements,scan_s_mm,scan_pixel
PA1_TO_C1,182,93.53836968657228,162.89195751358886,-67.95353909558447,108.66999999999999,134.48,-51.800000000000004,64,256.121369082672,330.0012844420737
PA1_TO_C1,183,94.51868676017396,161.8834265470593,-67.52914318940918,109.76,133.6,-51.800000000000004,64,257.5222616552842,331.8062738109154
PA1_TO_C1,184,95.49271186178296,160.86960742102326,-67.1028632821566,110.84000000000002,132.70000000000002,-51.800000000000004,64,258.9281065969474,333.61764409265663
PA1_TO_C1,185,96.46170388940378,159.85160660413624,-66.67509437547085,111.91999999999999,131.79,-51.800000000000004,64,260.34037427695705,335.43728979441295
PA1_TO_C1,186,97.42578646563031,158.82956069145675,-66.24588697364936,112.99,130.88,-51.800000000000004,64,261.7450094609105,337.247101355773
PA1_TO_C1,187,98.38503709192017,157.8035656055637,-65.81527629218837,114.04999999999998,129.95000000000002,-51.800000000000004,64,263.1551512977482,339.06400800073055
PA1_TO_C1,188,99.33953257020568,156.7737146908155,-65.3832963626497,115.10000000000001,129.02,-51.800000000000004,64,264.55779166505556,340.8712493272921
PA1_TO_C1,189,100.28870623937988,155.7395876756556,-64.94979971852082,116.14999999999999,128.08,-51.800000000000004,64,265.9670822667414,342.68705919264676
PA1_TO_C1,190,101.23243476882729,154.7011333967404,-64.5147688375107,117.19000000000003,127.13,-51.800000000000004,64,267.3756631128415,344.5019545686882
PA1_TO_C1,191,102.17160842977847,153.6590922034527,-64.07846897385889,118.22000000000001,126.16999999999999,-51.800000000000004,64,268.78367589687434,346.3161180213743
PA1_TO_C1,192,103.10630135656044,152.6135477256028,-63.64093019392648,119.24,125.21000000000001,-51.800000000000004,64,270.1843900004658,348.12087744061705
PA1_TO_C1,193,104.03658653160821,151.56458106634273,-63.202181488311076,120.25,124.23,-51.800000000000004,64,271.5916923844615,349.93412557364206
PA1_TO_C1,194,104.9617151567351,150.511645489133,-62.762031087396835,121.26,123.25,-51.800000000000004,64,272.99899476845724,351.74737370666713
PA1_TO_C1,195,105.88177918168333,149.45485205613636,-62.32052044666756,122.26,122.26,-51.800000000000004,64,274.40615502940835,353.5604387203085
PA1_TO_C1,196,106.79762797996236,148.3948745970604,-61.877887560531605,123.25,121.26,-51.800000000000004,64,275.81331529035947,355.37350373394986
PA1_TO_C1,197,107.70933131348907,147.3317852401758,-61.43415856706641,124.23,120.25,-51.800000000000004,64,277.2206176743552,357.18675186697493
PA1_TO_C1,198,108.61695800000001,146.26565400000004,-60.989359,125.21000000000001,119.24,-51.800000000000004,64,278.6279200583509,359.0
